Rec,Inf,UID,Name,Nat,2nd Nat,Age,Position,Club,Division,Wage,Mins,Height,Weight,Loan Expires,Expires,Min WD,Max AP,Max WD,Min AP,NP-xG/90,NP-xG,xGP/90,Clr/90,Int/90,Tck/90,Tck R,Tck W,Blk/90,Hdr %,Hdrs W/90,Poss Won/90,Pres A/90,Poss Lost/90,Pas %,Ps C/90,Pr passes/90,Asts/90,xA/90,Cr C/90,Drb/90,Shot %,Shot/90,ShT/90,xG/90,xG-OP,Gls/90,xG,Sprints/90
- - -,Wnt,29188715,Matt Rush,ENG,,23,ST (C),Maidstone,Vanarama National League South,â¬575 p/w,1785,"5'10""",68 kg,-,30/6/2024,,-,,-,0.23,4.56,-,1.06,0.96,1.41,85%,28,0.25,24%,2.57,2.72,7.82,19.51,85%,21.83,1.26,0.10,0.07,0.35,1.66,36%,2.22,0.81,0.23,-0.56,0.20,4.56,7.31
- - -,,29226256,Sam Pearson,WAL,,22,M/AM (L),Yeovil,Vanarama National League South,â¬875 p/w,2115,"5'11""",71 kg,-,30/6/2025,,-,,-,0.16,3.76,-,0.89,1.66,1.49,90%,35,0.30,24%,1.49,4.68,10.64,16.38,86%,29.11,2.17,0.04,0.08,0.81,3.62,41%,1.66,0.68,0.16,4.24,0.34,3.76,10.64
- - -,,29188048,George Cantrill,ENG,,24,M (C),Alfreton,Vanarama National League North,â¬300 p/w,4246,"5'10""",65 kg,-,30/6/2026,,-,,-,0.08,3.58,-,1.4,1.44,2.67,78%,126,0.49,24%,1.10,7.84,9.92,7.82,88%,32.73,2.37,0.13,0.11,0.30,1.31,40%,1.06,0.42,0.08,-0.58,0.06,3.58,13.31
- - -,,33083658,Tope Fadahunsi,ENG,GHA,24,ST (C),Torquay,Vanarama National League South,â¬575 p/w,1682,"5'11""",74 kg,29/6/2024,30/6/2024,,-,,-,0.32,5.93,-,0.64,1.28,1.28,75%,24,0.05,24%,2.46,1.71,6.63,18.3,88%,21.4,0.7,0.16,0.09,0.05,1.50,42%,2.68,1.12,0.32,0.07,0.32,5.93,5.94
- - -,,29243911,Nana Boateng,ENG,,21,M/AM (RL),Farnborough,Vanarama National League South,â¬700 p/w,3108,"5'3""",57 kg,29/6/2024,30/6/2025,,-,,-,0.05,1.66,-,0.9,1.68,1.97,82%,68,0.29,24%,1.36,4.72,11.93,13.47,83%,26.41,3.27,0.09,0.11,0.75,2.40,43%,0.61,0.26,0.05,1.34,0.09,1.66,13.87
- - -,Wnt,29159367,Kyle Finn,ENG,,25,"M (R), AM (RLC)",Tamworth,Vanarama National League North,â¬230 p/w,4425,"5'10""",67 kg,-,30/6/2024,,-,,-,0.17,8.19,-,0.96,1.71,1.83,90%,90,0.31,24%,1.71,6.02,11.8,16.07,83%,29.06,2.97,0.37,0.29,1.77,3.48,49%,1.55,0.75,0.17,-1.19,0.14,8.19,12.2
- - -,,2005767,Adam Rooney,IRL,,36,ST (C),Hereford,Vanarama National League North,â¬575 p/w,2281,"5'10""",82 kg,-,30/6/2024,,-,,-,0.31,7.75,-,0.71,0.55,0.71,86%,18,0.04,24%,3.24,3.12,5.64,5.33,86%,16.77,0.43,0.04,0.03,0.04,0.39,50%,2.05,1.03,0.43,3.06,0.55,10.94,6.12
- - -,,29191982,Lewis Collins,WAL,,23,AM (R),Torquay,Vanarama National League South,"â¬1,100 p/w",2087,"5'10""",68 kg,-,30/6/2027,,-,,-,0.24,5.56,-,0.78,1.42,1.51,83%,35,0.13,24%,2.07,4.44,7.81,12.42,86%,25.01,2.46,0.13,0.17,0.91,1.81,46%,1.98,0.91,0.24,4.44,0.43,5.56,9.92
- - -,,89017853,Dayle Grubb,ENG,,32,"M (L), AM (LC)",Weston-super-Mare,Vanarama National League South,â¬500 p/w,3954,"5'10""",80 kg,-,30/6/2025,,-,,-,0.15,6.45,-,1.05,1.18,2.32,86%,102,0.36,24%,1.64,5.96,10.2,15.68,85%,27.79,2.39,0.30,0.38,1.89,1.80,36%,1.73,0.61,0.15,3.55,0.23,6.45,12.09
- - -,,74048740,Iwan Murray,WAL,,23,M/AM (C),Chester,Vanarama National League North,â¬500 p/w,3779,"5'5""",62 kg,-,30/6/2026,,-,,-,0.16,6.88,-,0.48,1.00,0.79,75%,33,0.12,23%,1.38,4.05,5.33,8.41,85%,26.65,2.79,0.31,0.18,0.55,1.07,33%,1.45,0.48,0.16,-0.88,0.14,6.88,6.72
- - -,,2000096159,Sam McLintock,ENG,IRL,23,M/AM (C),Rushall,Vanarama National League North,â¬120 p/w,1113,"5'9""",72 kg,-,30/6/2025,,-,,-,0.2,2.5,-,1.62,1.54,1.21,71%,15,0.65,23%,1.54,5.09,9.3,8.89,86%,31.46,2.26,0.24,0.13,0.32,1.46,46%,2.10,0.97,0.2,0.5,0.24,2.5,11.48
- - -,Req,29156096,Stefan Mols,ESP,,25,"M (RLC), AM (RC), ST (C)",Curzon Ashton,Vanarama National League North,â¬230 p/w,2079,"5'11""",64 kg,-,30/6/2024,,-,,-,0.13,2.93,-,1.26,1.26,1.65,78%,38,0.35,23%,1.95,6.15,10.04,9.0,87%,26.28,1.0,0.22,0.14,0.61,2.12,52%,1.00,0.52,0.2,2.49,0.30,4.51,8.79
- - -,Bid,29128330,Marcus Poscha,ENG,,27,D (C),Curzon Ashton,Vanarama National League North,â¬230 p/w,3144,"5'11""",76 kg,-,30/6/2024,,-,,-,0.02,0.77,-,2.12,1.46,1.32,79%,46,0.54,88%,8.19,13.63,2.52,12.22,76%,39.48,3.89,0.03,0.06,0.00,0.09,20%,0.29,0.06,0.02,-0.77,-,0.77,4.67
- - -,,2000163966,Reuben Marshall,ENG,,18,ST (C),Farsley,Vanarama National League North,â¬325 p/w,1951,"5'8""",68 kg,29/6/2024,30/6/2024,,-,,-,0.27,5.93,-,1.01,1.34,1.89,76%,41,0.14,22%,2.77,5.12,8.03,8.3,86%,25.46,0.92,0.05,0.07,0.18,1.75,50%,1.85,0.92,0.38,2.7,0.51,8.3,7.84
- - -,,29007514,Sam Osborne,ENG,,25,M/AM (RL),Buxton,Vanarama National League North,â¬525 p/w,1117,"5'10""",65 kg,-,30/6/2024,,-,,-,0.27,3.31,-,1.29,2.34,2.26,88%,28,0.73,22%,2.34,6.28,13.05,10.8,87%,25.3,0.81,0.08,0.08,0.40,2.98,61%,1.85,1.13,0.27,1.69,0.40,3.31,12.97
- - -,,28127320,Tarrelle Whittaker,ENG,,21,"AM (R), ST (C)",Hemel Hempstead,Vanarama National League South,â¬600 p/w,3129,"5'7""",64 kg,-,30/6/2025,,-,,-,0.19,6.54,-,0.78,1.04,1.5,78%,52,0.26,22%,1.84,4.2,8.11,15.33,87%,25.6,1.81,0.03,0.14,0.75,2.24,47%,2.10,0.98,0.26,4.06,0.37,8.94,8.37
- - -,,29199240,Johl Powell,ENG,,24,AM (C),Dover,Vanarama National League South,â¬325 p/w,1841,"5'7""",67 kg,-,30/6/2025,,-,,-,0.14,2.77,-,1.08,1.27,1.37,88%,28,0.10,22%,1.52,8.8,8.46,17.21,84%,28.11,2.2,0.05,0.14,0.24,0.83,35%,0.98,0.34,0.14,-0.77,0.10,2.77,9.19
- - -,Trn,89019879,Sean Shields,NIR,ENG,32,M/AM (L),Tonbridge,Vanarama National League South,â¬350 p/w,3095,"5'10""",67 kg,-,-,,-,,-,0.17,5.97,-,0.99,1.51,2.21,90%,76,0.47,22%,1.57,4.68,13.26,22.45,84%,27.57,1.95,0.12,0.22,1.13,2.04,40%,1.60,0.64,0.17,2.03,0.23,5.97,13.26
- - -,,28122160,Harry Pinchard,WAL,,22,"M (C), AM (L)",Gloucester,Vanarama National League North,â¬475 p/w,3542,"5'9""",64 kg,-,30/6/2025,,-,,-,0.13,5.12,-,1.22,1.40,1.25,86%,49,0.66,22%,1.40,6.2,10.37,13.34,85%,26.86,2.11,0.20,0.21,1.63,2.29,42%,1.63,0.69,0.13,-2.12,0.08,5.12,8.18
- - -,,29151103,Taylor Maloney,ENG,,25,M/AM (C),Dartford,Vanarama National League South,â¬625 p/w,4111,"5'9""",65 kg,-,30/6/2026,,-,,-,0.15,7.05,-,0.94,1.40,1.4,70%,64,0.20,22%,1.42,13.66,8.19,15.43,87%,27.65,2.06,0.24,0.2,0.35,0.88,41%,1.40,0.57,0.15,-0.05,0.15,7.05,10.03
- - -,Hol,2000028012,Jack Hazlehurst,ENG,,24,M/AM (C),Chorley,Vanarama National League North,â¬230 p/w,1121,"5'7""",64 kg,-,30/6/2024,,-,,-,0.15,1.89,-,1.28,1.36,2.17,73%,27,0.48,22%,0.80,6.42,12.52,10.28,90%,45.52,3.69,0.40,0.19,0.80,0.88,50%,1.12,0.56,0.15,1.11,0.24,1.89,11.4
- - -,,94055335,Solomon Wanjau-Smith,KEN,ENG,25,"AM (L), ST (C)",Maidstone,Vanarama National League South,â¬850 p/w,2435,"5'8""",66 kg,-,30/6/2024,,-,,-,0.18,4.87,-,0.92,1.44,2.11,80%,57,0.33,22%,1.59,3.81,11.83,23.58,86%,27.13,2.29,0.04,0.09,1.03,2.33,42%,1.33,0.55,0.18,0.13,0.18,4.87,12.53
- - -,,2000192184,Kennedy Mupomba,ENG,ZIM,19,M/AM (C),Dover,Vanarama National League South,â¬350 p/w,2358,"5'9""",61 kg,29/6/2024,30/6/2025,,-,,-,0.06,1.58,-,0.76,1.22,1.3,81%,34,0.23,21%,1.11,9.92,7.37,21.03,83%,28.09,1.87,0.15,0.14,0.23,1.45,30%,0.76,0.23,0.06,-1.58,-,1.58,7.1
- - -,,94051916,Jason Cowley,ENG,,28,ST (C),Hereford,Vanarama National League North,â¬575 p/w,2230,"5'9""",72 kg,-,30/6/2025,,-,,-,0.34,8.31,-,0.65,0.89,0.89,69%,22,0.16,21%,2.74,3.39,5.21,6.05,86%,16.39,0.65,0.08,0.09,0.12,1.29,50%,2.26,1.13,0.34,3.69,0.48,8.31,7.83
- - -,,29242535,Nicky Gyimah,ENG,GHA,21,AM (RL),Havant & W,Vanarama National League South,â¬875 p/w,4340,"5'10""",68 kg,-,30/6/2026,,-,,-,0.2,9.51,-,0.97,1.62,1.76,85%,85,0.25,21%,1.45,5.83,9.5,18.37,85%,26.69,1.99,0.17,0.16,0.56,2.72,40%,1.72,0.68,0.2,1.49,0.23,9.51,11.05
- - -,Wnt,28029485,Sam Mantom,ENG,,32,M (C),Rushall,Vanarama National League North,â¬120 p/w,3671,"5'9""",69 kg,-,30/6/2024,,-,,-,0.08,3.33,-,1.42,1.30,1.74,76%,71,0.51,21%,0.71,6.96,8.65,7.28,89%,39.23,2.11,0.07,0.09,0.29,0.32,39%,1.01,0.39,0.08,1.67,0.12,3.33,7.62
- - -,,2000224395,Cole Fleming,WAL,,18,AM (RL),Truro,Vanarama National League South,â¬950 p/w,1350,"6'1""",74 kg,29/6/2024,30/6/2025,,-,,-,0.18,2.7,-,0.93,1.87,1.73,90%,26,0.27,21%,1.67,5.27,11.33,16.47,85%,25.67,1.8,0.13,0.24,0.87,2.80,41%,1.93,0.80,0.18,-1.7,0.07,2.7,11.53
- - -,,29045450,Matt McClure,NIR,ENG,32,ST (C),Chippenham,Vanarama National League South,â¬475 p/w,2132,"5'10""",72 kg,-,30/6/2024,,-,,-,0.21,5.06,-,0.72,1.01,0.76,86%,18,0.30,21%,2.15,2.03,5.11,18.32,87%,20.26,0.89,0.08,0.13,0.00,0.68,56%,2.03,1.14,0.25,0.14,0.25,5.86,4.64
- - -,,29158800,Jordan Young,SCO,ENG,24,"M (C), AM (LC)",Yeovil,Vanarama National League South,"â¬1,200 p/w",1571,"5'10""",64 kg,-,30/6/2026,,-,,-,0.28,4.89,-,1.09,1.32,0.92,89%,16,0.40,21%,1.20,11.57,9.22,15.07,86%,29.27,0.8,0.23,0.15,0.40,1.72,51%,2.12,1.09,0.28,0.11,0.29,4.89,9.05
- - -,,29217235,Connor Shanks,ENG,,22,AM (RL),Spennymoor,Vanarama National League North,â¬350 p/w,1675,"5'11""",74 kg,-,30/6/2025,,-,,-,0.23,4.24,-,1.45,1.88,1.93,86%,36,0.48,21%,1.72,8.06,11.34,15.53,84%,27.73,2.53,0.27,0.26,1.56,4.51,41%,1.99,0.81,0.23,0.76,0.27,4.24,13.7
- - -,,2000137499,Morgan Wigley,WAL,,18,AM (R),Hereford,Vanarama National League North,â¬525 p/w,2656,"5'11""",70 kg,29/6/2024,30/6/2025,,-,,-,0.1,2.98,-,1.42,1.66,1.56,82%,46,0.24,21%,1.46,6.68,10.81,15.18,83%,26.46,2.91,0.30,0.21,1.25,4.03,33%,1.02,0.34,0.1,1.02,0.14,2.98,14.27
- - -,Wnt,28127130,Ethan Fitzhugh,IRL,ENG,21,AM (RC),Banbury,Vanarama National League North,,1387,"5'8""",68 kg,-,-,,-,,-,0.17,2.62,-,1.1,2.21,1.49,74%,23,0.45,21%,1.69,7.27,11.61,13.69,83%,27.58,2.4,0.19,0.2,0.97,3.50,44%,1.75,0.78,0.17,0.38,0.19,2.62,11.1
- - -,,28099482,Andrew Nelson,ENG,,26,ST (C),Darlington,Vanarama National League North,â¬525 p/w,2217,"5'10""",78 kg,-,30/6/2024,,-,,-,0.25,6.08,-,0.93,1.10,1.3,76%,32,0.16,21%,2.60,4.59,6.37,6.25,87%,23.71,0.81,0.16,0.06,0.12,0.85,36%,1.83,0.65,0.25,0.92,0.28,6.08,7.71
- - -,Wp,48043754,Dylan Fage,FRA,,25,AM (L),Worthing,Vanarama National League South,â¬575 p/w,3776,"5'10""",70 kg,-,-,,-,,-,0.13,5.31,-,1.12,1.60,1.79,86%,75,0.41,21%,1.55,5.1,11.13,18.5,86%,26.15,2.45,0.14,0.2,1.10,2.17,46%,1.33,0.62,0.13,4.69,0.24,5.31,11.7
- - -,Wnt,28127061,Ludwig Francillette,GLP,FRA,25,D (C),Eastleigh,Vanarama National League,"â¬1,100 p/w",1103,"6'4""",81 kg,-,30/6/2024,,-,,-,0.17,2.08,-,0.82,1.39,0.9,92%,11,0.33,87%,8.08,10.44,2.37,4.73,83%,45.29,3.26,-,0.05,0.00,0.08,13%,1.22,0.16,0.17,-2.08,-,2.08,4.32
- - -,Trn,5102897,Mark Marshall,JAM,ENG,38,AM (R),Hampton & Richmond,Vanarama National League South,â¬275 p/w,3011,"5'7""",67 kg,-,30/6/2024,,-,,-,0.13,4.41,-,1.14,1.64,1.76,91%,59,0.36,20%,1.29,6.01,10.31,17.46,88%,29.71,2.27,0.18,0.16,0.87,2.09,42%,1.08,0.45,0.13,0.59,0.15,4.41,10.04
- - -,,30031451,Danny Newton,ENG,,33,ST (C),Brackley,Vanarama National League North,â¬925 p/w,3611,"5'10""",74 kg,-,30/6/2024,,-,,-,0.24,9.75,-,1.12,1.20,2.07,76%,83,0.25,20%,1.89,5.26,8.97,7.63,88%,24.65,0.9,0.05,0.11,0.25,1.40,39%,1.89,0.75,0.24,1.25,0.27,9.75,9.52
- - -,Wnt,29131412,Dion Sembie-Ferris,ENG,,28,M/AM (RL),Scunthorpe,Vanarama National League North,â¬575 p/w,2208,"5'9""",64 kg,-,30/6/2024,,-,,-,0.24,5.85,-,1.39,1.96,1.79,77%,44,0.20,20%,1.39,7.58,11.29,13.86,85%,34.93,3.1,0.04,0.21,0.86,4.65,45%,2.00,0.90,0.24,1.15,0.29,5.85,11.78
- - -,,89054430,Gabby Rogers,ENG,,23,AM (RL),King's Lynn,Vanarama National League North,â¬525 p/w,2109,"5'8""",70 kg,-,30/6/2024,,-,,-,0.13,2.94,-,1.45,1.37,1.45,79%,34,0.60,20%,1.62,6.66,9.82,14.68,83%,23.17,2.22,0.21,0.22,1.41,3.12,38%,1.24,0.47,0.13,0.06,0.13,2.94,12.42
- - -,,29233762,Sam Leverett,ENG,,21,M (C),Farsley,Vanarama National League North,â¬170 p/w,1144,"5'9""",61 kg,-,30/6/2025,,-,,-,0.06,0.73,-,1.49,0.94,2.2,88%,28,0.79,20%,0.94,6.92,9.99,9.28,86%,42.17,4.56,0.16,0.1,0.71,0.47,14%,1.10,0.16,0.06,-0.73,-,0.73,10.94
- - -,Inj,89071020,Nick Hutton,ENG,,23,M/AM (RL),Kettering,English Southern League Premier Central,â¬500 p/w,3605,"5'6""",57 kg,-,30/6/2025,,-,,-,0.14,5.49,-,0.1,0.02,1.05,76%,42,0.02,20%,0.05,0.22,0.55,0.62,68%,14.58,0.17,0.20,0.08,0.02,0.15,37%,1.27,0.47,0.14,-1.49,0.10,5.49,0.87
- - -,,29085674,Lewis Maloney,NIR,ENG,29,"DM, M (C)",Scarborough Athletic,Vanarama National League North,â¬650 p/w,4354,"5'8""",59 kg,-,30/6/2026,,-,,-,0.09,4.53,-,0.45,1.53,2.07,76%,100,0.37,20%,0.56,7.67,10.23,10.27,90%,46.3,4.42,0.29,0.19,1.18,0.62,32%,1.90,0.60,0.21,3.93,0.29,10.07,11.47
- - -,,2000106507,Charlie Davis,ENG,,19,"DM, M (C)",Chelmsford,Vanarama National League South,â¬400 p/w,2563,"5'9""",67 kg,29/6/2024,30/6/2025,,-,,-,0.07,1.97,-,1.02,1.47,1.55,71%,44,0.39,20%,0.74,12.47,9.41,12.08,89%,40.0,3.9,0.04,0.1,0.18,0.77,27%,0.91,0.25,0.07,1.03,0.11,1.97,7.8
- - -,,2000139200,Aaron Blair,ENG,,24,ST (C),Braintree,Vanarama National League South,â¬450 p/w,3668,"5'11""",64 kg,-,30/6/2025,,-,,-,0.25,10.09,-,0.56,1.13,1.3,78%,53,0.10,20%,2.21,2.11,6.31,22.6,87%,21.05,0.52,0.07,0.09,0.12,1.32,57%,2.23,1.28,0.25,6.91,0.42,10.09,5.94
- - -,Lst,28095353,Dominic McHale,ENG,,27,AM (RLC),Scarborough Athletic,Vanarama National League North,â¬700 p/w,4209,"5'11""",73 kg,-,30/6/2024,,-,,-,0.21,10.0,-,0.56,1.30,1.26,77%,59,0.15,20%,1.35,5.26,6.07,8.55,87%,27.73,2.35,0.24,0.17,0.30,1.88,40%,1.56,0.62,0.21,0.0,0.21,10.0,8.28
- - -,,2000124632,Jean Claude Makiessi,CGO,ENG,19,"DM, M (C)",Gloucester,Vanarama National League North,â¬900 p/w,3231,"5'8""",68 kg,29/6/2024,30/6/2026,,-,,-,0.07,2.39,-,1.78,1.06,2.09,71%,75,0.39,20%,0.70,7.49,10.31,7.74,88%,46.21,4.23,0.08,0.07,0.06,0.36,38%,0.81,0.31,0.07,0.61,0.08,2.39,8.66
- - -,,29156806,Liam Waldock,ENG,,23,"DM, M/AM (C)",Alfreton,Vanarama National League North,â¬300 p/w,3574,"5'10""",71 kg,-,30/6/2024,,-,,-,0.17,6.66,-,1.08,1.49,1.64,72%,65,0.30,19%,1.16,6.52,8.94,12.06,83%,31.3,2.17,0.15,0.15,0.78,1.66,39%,1.56,0.60,0.17,-1.66,0.13,6.66,9.17
- - -,,29191699,Jordan Stevens,ENG,,24,M/AM (R),Yeovil,Vanarama National League South,"â¬1,300 p/w",2683,"5'10""",70 kg,-,30/6/2026,,-,,-,0.27,7.94,-,1.11,1.64,2.01,79%,60,0.23,19%,1.21,4.6,10.8,19.52,87%,31.16,2.48,0.13,0.15,0.97,3.52,40%,2.01,0.81,0.27,3.06,0.37,7.94,9.43
- - -,Ctr,2000109166,Brad Williams,ENG,,19,AM (R),King's Lynn,Vanarama National League North,,1263,"5'8""",63 kg,29/6/2024,-,,-,,-,0.17,2.4,-,1.0,1.07,1.85,74%,26,0.29,19%,1.07,6.77,10.4,14.96,82%,22.59,2.07,0.29,0.21,0.93,3.71,38%,1.71,0.64,0.17,1.6,0.29,2.4,17.1
- - -,,28105524,Jack Clarke,IRL,ENG,25,AM (C),Eastbourne Borough,Vanarama National League South,â¬675 p/w,1857,"6'0""",73 kg,-,30/6/2024,,-,,-,0.18,3.7,-,0.63,1.07,1.16,92%,24,0.15,19%,1.41,10.08,7.8,18.95,85%,29.08,1.94,0.15,0.14,0.05,1.21,41%,1.55,0.63,0.18,4.3,0.39,3.7,9.84
- - -,,31052927,Leone Gravata,ENG,ITA,23,AM (C),Eastbourne Borough,Vanarama National League South,â¬625 p/w,2554,"5'9""",71 kg,-,30/6/2025,,-,,-,0.13,3.8,-,1.06,1.13,1.62,84%,46,0.21,19%,1.41,7.05,8.84,20.33,83%,26.64,2.01,0.11,0.14,0.28,1.27,54%,1.30,0.70,0.16,2.4,0.25,4.6,9.62
- - -,,2000103932,Josh Castiglione,ENG,ITA,27,AM (R),Chelmsford,Vanarama National League South,â¬425 p/w,2860,"5'6""",59 kg,-,30/6/2025,,-,,-,0.1,3.25,-,1.23,1.83,1.67,66%,53,0.28,19%,1.13,6.07,8.81,14.7,85%,27.6,2.74,0.22,0.24,0.98,2.42,28%,1.01,0.28,0.1,-0.25,0.09,3.25,11.27
- - -,,28127127,Oli Ewing,WAL,ENG,21,"DM, M (C)",Chester,Vanarama National League North,"â¬1,500 p/w",2912,"5'7""",65 kg,29/6/2024,30/6/2024,,-,,-,0.04,1.16,-,1.51,1.14,1.82,82%,59,0.19,19%,0.68,8.31,7.79,5.56,89%,40.33,4.54,0.03,0.08,0.03,0.40,45%,0.62,0.28,0.04,-0.16,0.03,1.16,8.5
- - -,,29177672,Jordan Ponticelli,ENG,,25,ST (C),King's Lynn,Vanarama National League North,â¬825 p/w,1938,"5'11""",70 kg,-,30/6/2024,,-,,-,0.2,4.33,-,0.37,0.88,1.53,70%,33,0.09,19%,2.55,5.06,6.41,5.57,86%,17.88,0.51,0.09,0.15,0.28,0.65,45%,1.44,0.65,0.24,2.87,0.37,5.13,6.92
- - -,,2000306375,Kian Ryley,ENG,,19,AM (L),Banbury,Vanarama National League North,â¬350 p/w,2040,"6'0""",70 kg,29/6/2024,30/6/2025,,-,,-,0.15,3.39,-,0.88,1.37,1.76,89%,40,0.31,19%,1.46,5.82,12.4,10.9,84%,22.76,2.21,0.09,0.13,0.40,2.43,48%,1.28,0.62,0.15,1.61,0.22,3.39,10.63
- - -,Wnt,29240055,Will Trueman,ENG,,21,"M/AM (C), ST (C)",Warrington,Vanarama National League North,â¬85 p/w,3699,"5'10""",70 kg,-,30/6/2024,,-,,-,0.14,5.71,-,0.92,1.29,1.9,77%,78,0.24,19%,0.90,6.69,9.61,7.76,84%,30.44,2.99,0.15,0.12,0.22,0.75,45%,0.92,0.41,0.14,2.29,0.19,5.71,9.27
- - -,,29162659,Mitchell Curry,ENG,,24,ST (C),Darlington,Vanarama National League North,â¬625 p/w,3727,"5'10""",74 kg,-,30/6/2025,,-,,-,0.24,9.96,-,1.04,1.30,1.33,77%,55,0.24,18%,1.71,5.05,6.42,8.04,89%,27.31,0.82,0.12,0.1,0.10,1.30,48%,1.52,0.72,0.24,8.04,0.43,9.96,6.74
- - -,,2000106512,Bogdan Marian,ROU,ENG,19,"AM (R), ST (C)",Dover,Vanarama National League South,â¬300 p/w,3895,"5'11""",70 kg,-,30/6/2024,,-,,-,0.21,9.16,-,0.6,0.74,0.81,71%,35,0.16,18%,1.99,1.92,5.15,18.76,85%,18.92,0.65,0.16,0.16,0.09,0.85,48%,1.89,0.90,0.21,6.84,0.37,9.16,4.81
- - -,Wnt,29146562,Ogo Obi,ENG,NGA,26,ST (C),Maidstone,Vanarama National League South,â¬825 p/w,1441,"5'10""",74 kg,-,30/6/2024,,-,,-,0.22,3.54,-,0.5,0.87,1.12,72%,18,0.12,18%,1.75,1.44,6.25,22.05,86%,20.61,0.94,0.12,0.14,0.50,1.31,60%,2.19,1.31,0.32,0.88,0.37,5.12,5.43
- - -,,2000139853,Freddie Hockey,ENG,,18,"AM (R), ST (C)",Chelmsford,Vanarama National League South,â¬325 p/w,2880,"5'9""",62 kg,-,30/6/2026,,-,,-,0.14,4.33,-,0.75,1.50,1.5,79%,48,0.31,18%,1.38,2.25,9.0,14.72,86%,25.97,2.09,0.06,0.11,0.91,1.88,40%,1.09,0.44,0.14,2.67,0.22,4.33,11.59
- - -,,90063181,Ben Stephens,ENG,,26,"AM (C), ST (C)",King's Lynn,Vanarama National League North,â¬575 p/w,1943,"5'8""",60 kg,-,30/6/2024,,-,,-,0.11,2.36,-,0.93,1.48,1.57,81%,34,0.37,18%,1.25,5.1,11.72,8.48,88%,30.29,1.39,0.14,0.1,0.37,1.02,23%,0.60,0.14,0.11,-0.36,0.09,2.36,9.08
- - -,,29218026,Harry Green,ENG,,22,AM (L),Scarborough Athletic,Vanarama National League North,â¬600 p/w,4042,"5'10""",67 kg,-,30/6/2025,,-,,-,0.25,11.1,-,0.98,2.45,1.89,73%,85,0.27,18%,1.36,8.77,10.26,13.54,87%,29.46,2.0,0.36,0.31,0.80,3.83,48%,1.87,0.89,0.25,2.9,0.31,11.1,12.65
- - -,,28061259,Scott Wilson,ENG,,31,ST (C),Bath City,Vanarama National League South,â¬575 p/w,4132,"5'10""",70 kg,-,30/6/2026,,-,,-,0.2,9.36,-,0.72,1.26,1.02,85%,47,0.20,18%,1.52,2.9,8.19,17.27,87%,24.48,1.26,0.07,0.1,0.30,1.74,43%,1.72,0.74,0.2,1.64,0.24,9.36,8.39
- - -,,29156567,Josh McCammon,ENG,,24,AM (C),Peterborough Sports,Vanarama National League North,â¬400 p/w,4434,"6'0""",68 kg,-,30/6/2024,,-,,-,0.27,13.44,-,0.99,1.91,0.83,79%,41,0.16,17%,1.32,5.58,4.55,7.79,85%,21.72,2.15,0.20,0.16,0.45,1.66,41%,1.85,0.75,0.27,3.56,0.35,13.44,7.9
- - -,,90094244,Lewis Salmon,ENG,,22,"AM (R), ST (C)",Alfreton,Vanarama National League North,â¬300 p/w,4002,"5'9""",69 kg,-,30/6/2025,,-,,-,0.13,5.82,-,1.48,1.60,2.38,84%,106,0.29,17%,1.24,6.61,10.48,11.58,85%,24.2,2.7,0.18,0.17,0.85,2.86,41%,1.33,0.54,0.13,2.18,0.18,5.82,12.75
- - -,,29194059,George Alexander,ENG,,23,ST (C),Chelmsford,Vanarama National League South,â¬750 p/w,3402,"5'11""",71 kg,-,31/5/2025,,-,,-,0.23,8.51,-,0.69,1.08,0.9,68%,34,0.21,17%,1.98,2.3,6.48,17.49,85%,20.26,0.63,0.05,0.08,0.05,0.69,42%,2.25,0.95,0.27,0.89,0.29,10.11,7.09
- - -,,2000146813,Theo Alexandrou,CYP,ENG,19,AM (RL),Rushall,Vanarama National League North,â¬350 p/w,3213,"5'8""",66 kg,29/6/2024,30/6/2024,,-,,-,0.14,5.15,-,1.09,1.60,2.02,81%,72,0.39,17%,1.15,6.13,11.76,11.26,87%,25.69,2.44,0.08,0.13,0.59,3.36,31%,1.51,0.48,0.14,1.85,0.20,5.15,12.69
- - -,Wnt,2000120902,Lucias Vine,ENG,,20,"AM (RL), ST (C)",Aveley,Vanarama National League South,,3275,"6'1""",80 kg,-,-,,-,,-,0.25,9.05,-,0.77,1.15,1.13,77%,41,0.25,17%,1.84,2.97,6.13,17.4,85%,19.54,1.13,0.11,0.12,0.55,0.99,44%,1.68,0.74,0.27,-0.84,0.25,9.84,6.4
- - -,,28070578,Alex Bray,WAL,ENG,28,AM (R),Chippenham,Vanarama National League South,â¬350 p/w,2929,"5'10""",66 kg,-,30/6/2024,,-,,-,0.15,4.76,-,1.38,1.23,1.97,84%,64,0.31,17%,0.98,3.01,10.51,19.36,88%,33.55,2.73,0.15,0.11,0.77,3.32,43%,1.23,0.52,0.15,2.24,0.22,4.76,12.17
- - -,,30031156,Danny Lloyd,ENG,,32,AM (RL),Southport,Vanarama National League North,â¬575 p/w,4038,"5'7""",63 kg,-,30/6/2025,,-,,-,0.15,6.58,-,1.16,2.07,3.32,88%,149,0.42,17%,1.32,7.49,12.59,11.1,86%,24.43,1.74,0.27,0.22,1.47,2.59,47%,1.32,0.62,0.15,-1.58,0.11,6.58,12.55
