UID,Rec,Inf,Name,Position,Club,Nat,Height,Weight,WR,Age,Transfer Value,Based,Division,Expires,Wage,Left Foot,Personality,Preferred Foot,Birth City,Best Pos,Max WD,Min WD,Hdrs A,Tck/90,Tck W,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,AT Apps,Yel,xG,Saves/90,Tgls/90,Tcon/90,Tcon,Tgls,Starts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps,Gls/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Con/90,Cln/90,Clean Sheets,Av Rat,Mins/Gl,Ast,Apps,AT Lge Gls,AT Lge Apps,AT Gls,Max AP,Min AP,Style,NoB
2000135441,- -  -,FrA,Remi Harper,AM (C),,ENG,"5'10""",76 kg,,19,€0,England,-,-,-,-,,Unknown,-,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
28087689,- -  -,Ctr,Ben Marlow,"M (C), AM (L)",Nuneaton Boro,ENG,"6'0""",72 kg,,28,Unknown,England,-,-,N/A,-,,Unknown,Chelmsford,M (C),N/A,N/A,0,0.69,24,28,86%,2.11,35%,0.74,26,0.00,0.00,0,74,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,12.26,429,20.00,700,61%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.12,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,0.06,-,176,0,8.96,-,0.00,0.00,-,0,35,0,1.00,0,-,0,-,-,-,0,0.26,8.96,-,-,90.00,"3,150",,,-,-,-,-,-,-,0,0,-,0,35,0%,39,42,0.26,-8.96,0.08,2.81,-,-,-,5.43,-,2,35,19,176,19,-,-,,ENG
28085801,- -  -,Ama,Alex O'Hanlon,D/M (L),St. Mochtas,IRL,"5'11""",75 kg,,27,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,21,1.32,5,8,63%,-,-,-,-,0.00,0.26,1,0,-,-,-,-,5.28,20,1.32,5,5.54,21,10.29,15.31,38.27,145,44.60,169,86%,1.06,4,0.26,1,2.11,8,13%,1,0,0.00,0,1.06,4,0.53,2.38,9,9.50,86%,4.75,18,0.79,0,0,-,-,-,0.00,0.79,3,10.9km,41.3km,0.26,1,2.11,8,12%,-,2.11,8,1,0.26,0.53,2,-,5.54,90,2,0.00,-,1.06,1.58,-,4,4,0,1.30,0,-,0,-,-,-,0,0.00,0.00,-,-,85.25,341,,,-,-,-,-,-,-,0,1,-,2,1,25%,5,5,0.00,0.00,0.00,0.00,-,-,-,6.42,-,0,4,3,84,3,-,-,,IRL
29217933,- -  -,,Harry Jessop,ST (C),Curzon Ashton,ENG,"5'11""",77 kg,,21,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€180 p/w,-,,Unknown,Chesterfield,ST (C),N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,36,3,-,-,,ENG
29235417,- -  -,FrA,Charlie Wood,AM (RC),,ENG,"5'6""",57 kg,,21,€0,England,-,-,-,-,,Unknown,-,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,38,3,-,-,,ENG
2000187645,- -  -,FrA,Harry Spence,M/AM (RL),,ENG,"5'9""",66 kg,,19,€0,England,-,-,-,-,,Unknown,Bishop Auckland,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
90092654,- -  -,,Jake Day,ST (C),Alfreton,ENG,"6'4""",98 kg,,31,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€350 p/w,-,,Unknown,-,ST (C),N/A,N/A,1,-,-,0,-,-,0%,-,0,-,-,0,3,-,-,-,-,-,0,-,0,-,1,-,-,-,3,-,3,100%,-,0,-,0,-,0,-,0,0,-,0,-,0,-,-,0,-,0%,-,0,-,0,0,-,-,-,0.08,-,0,-,2.7km,-,0,-,0,-,-,-,0,0,-,-,0,-,-,203,0,0.25,-,-,-,-,0,-,0,-,0,-,0,-,-,-,0,-,0.25,-,-,14.00,14,,,-,-,-,-,-,-,0,1,-,0,0,100%,0,0,-,-0.25,-,0.06,-,-,-,-,-,0,0 (1),92,202,92,-,-,,ENG
2000119473,- -  -,FrA,Tayshen Robinson,D/WB/M/AM (L),,ENG,"5'7""",66 kg,,19,€0,England,-,-,-,-,,Unknown,Birmingham,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
2000024114,- -  -,FrA,Ky-mani Hunter,D (RC),,ENG,"5'11""",74 kg,,20,€0,England,-,-,-,-,,Unknown,Birmingham,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
52101384,- -  -,Loa,Dean O'Shea,D (L),Longford,IRL,"5'6""",62 kg,,23,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€150 p/w,-,,Unknown,-,-,N/A,N/A,6,0.78,1,1,100%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,1.55,2,0.78,1,6.98,9,16.29,13.97,27.93,36,37.24,48,75%,2.33,3,0.00,0,0.78,1,0%,0,0,0.00,0,2.33,3,0.00,2.33,3,12.41,83%,3.88,5,0.78,0,0,-,-,-,0.00,1.55,2,11.3km,14.6km,0.00,0,0.78,1,-,-,0.78,1,0,-,0.78,1,1.55,4.66,32,0,0.00,-,3.88,0.00,-,5,1,0,1.75,0,-,0,-,-,-,0,0.00,0.00,-,-,38.67,116,,,-,-,-,-,-,-,0,2,-,0,1,67%,1,0,0.00,0.00,0.10,0.13,-,-,-,6.95,-,2,1 (2),-,30,-,-,-,,IRL
89070396,- -  -,FrA,Emilio Stavrou,D (L),,ENG,"6'2""",70 kg,,21,€0,England,-,-,-,-,,Unknown,-,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
29233335,- -  -,Wnt,Nelson Agho,ST (C),,ENG,"5'11""",80 kg,,21,€0,England,-,-,-,-,,Unknown,Valencia,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ESP
29139764,- -  -,Lst,Brandon Smalley,AM (C),Hednesford,ENG,"5'11""",69 kg,,26,€1K,England (Northern Premier D1W),English Northern Premier League Division One West,30/6/2024,€180 p/w,-,,Unknown,Scarborough,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,105,26,-,-,,ENG
29218020,- -  -,Loa,Harold Essien,D (R),Caernarfon,ENG,"5'10""",73 kg,,22,Unknown,Wales (JD Cymru Premier),JD Cymru Premier,31/5/2024,€120 p/w,-,,Unknown,Manchester,-,N/A,N/A,5,2.00,2,3,67%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,3.00,3,2.00,2,6.00,6,5.00,18.00,34.00,34,42.00,42,81%,2.00,2,0.00,0,1.00,1,0%,0,0,1.00,1,2.00,2,0.00,4.00,4,13.00,80%,4.00,4,1.00,0,0,-,-,-,0.00,-,0,10.7km,10.7km,0.00,0,1.00,1,-,-,2.00,2,0,-,1.00,1,-,5.00,19,0,0.00,-,1.00,0.00,-,1,-,0,1.50,0,-,0,-,-,-,0,0.00,0.00,-,-,45.00,90,,,-,-,-,-,-,-,0,1,-,1,0,50%,0,0,0.00,0.00,0.00,0.00,-,-,-,6.60,-,0,0 (2),-,19,-,-,-,,ENG
29162649,- -  -,,Eoin McKeown,ST (C),Buxton,ENG,"6'3""",84 kg,,25,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€300 p/w,-,,Unknown,London,"M/AM (RL), ST (RL)",N/A,N/A,23,2.76,5,6,83%,3.87,14%,0.55,1,1.66,0.00,0,7,-,-,-,-,1.66,3,4.42,8,10.49,19,4.97,17.12,25.40,46,29.82,54,85%,0.55,1,0.00,0,2.21,4,0%,2,0,0.00,0,0.55,1,0.00,1.66,3,12.15,48%,6.07,11,6.63,0,0,-,-,-,0.14,2.21,4,13.0km,23.6km,0.00,0,2.21,4,-,14%,0.55,1,0,-,-,0,-,12.70,101,0,1.00,-,1.66,1.10,-,3,1,0,1.70,0,-,0,-,-,-,0,0.55,1.00,20.00,-,40.75,163,,,-,-,-,-,0.55,-,1,2,-,0,2,50%,4,2,0.55,0.00,0.00,0.00,-,-,-,6.88,163.00,0,1 (3),38,99,38,-,-,,ENG
29129085,- -  -,Lst,Harrison McGahey,D (C),Oldham,ENG,"6'0""",77 kg,,28,€0,England (Vanarama National),Vanarama National League,30/6/2024,€925 p/w,-,,Unknown,Preston,-,N/A,N/A,42,1.40,7,9,78%,1.00,20%,0.20,1,0.20,0.40,2,5,-,-,-,-,3.80,19,1.80,9,4.40,22,14.40,3.40,47.80,239,59.80,299,80%,0.60,3,0.00,0,0.80,4,0%,0,0,0.40,2,0.60,3,1.80,0.60,3,5.20,67%,5.60,28,2.80,0,0,-,-,-,0.25,0.60,3,11.7km,58.5km,0.00,0,0.80,4,-,-,1.40,7,0,-,-,0,-,8.40,223,0,1.26,-,1.60,1.00,-,8,5,0,1.85,0,-,0,-,-,-,0,0.25,1.26,-,-,90.00,450,,,-,-,-,-,-,-,0,3,-,0,2,60%,2,2,0.25,-1.26,0.07,0.34,-,-,-,6.80,-,0,5,1,223,1,-,-,,ENG
28123055,- -  -,,James Oliver,AM (L),Alfreton,ENG,"5'10""",69 kg,,21,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€120 p/w,-,,Unknown,Sheffield,"M/AM (RL), ST (RL)",N/A,N/A,28,1.84,5,9,56%,2.94,25%,0.73,2,1.10,0.37,1,8,-,-,-,-,0.73,2,2.94,8,11.39,31,6.24,21.31,27.92,76,32.69,89,85%,0.73,2,0.73,2,9.18,25,8%,1,1,0.00,0,0.73,2,0.00,1.10,3,9.92,21%,2.20,6,8.08,0,0,-,-,-,0.13,5.14,14,13.3km,36.1km,0.73,2,9.55,26,8%,-,1.10,3,0,-,0.37,1,-,10.29,52,2,1.05,-,2.57,2.20,-,7,1,0,0.67,0,-,0,-,-,-,0,0.39,1.05,-,-,20.42,245,,,-,-,-,-,-,-,0,1,-,6,5,8%,10,3,0.39,-1.05,0.11,0.30,-,-,-,6.60,-,0,1 (11),2,51,2,-,-,,ENG
29218298,- -  -,,Hayden Campbell,AM (RC),Curzon Ashton,ENG,"6'2""",79 kg,,22,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€300 p/w,-,,Unknown,-,AM (C),N/A,N/A,10,1.01,1,1,100%,2.02,50%,1.01,1,2.02,0.00,0,2,-,-,-,-,3.03,3,1.01,1,5.06,5,4.04,12.13,23.26,23,27.30,27,85%,1.01,1,0.00,0,1.01,1,0%,0,0,0.00,0,1.01,1,0.00,-,0,7.08,0%,0.00,0,10.11,0,0,-,-,-,0.03,1.01,1,0.0km,13.8km,0.00,0,1.01,1,-,50%,1.01,1,0,-,-,0,-,10.11,54,0,0.06,-,2.02,2.02,-,2,-,0,1.60,0,-,0,-,-,-,0,0.06,0.06,81.00,-,22.25,89,,,-,-,-,-,1.01,-,1,2,-,1,1,50%,1,0,0.06,0.94,0.05,0.05,-,-,-,6.60,89.00,0,0 (4),17,51,18,-,-,,ENG
29128330,- -  -,,Marcus Poscha,D (C),Curzon Ashton,ENG,"5'11""",76 kg,,27,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€230 p/w,-,,Unknown,Rochdale,D (C),N/A,N/A,184,0.89,15,26,58%,0.53,33%,0.18,3,0.06,0.35,6,9,-,-,-,-,4.79,81,0.89,15,2.84,48,15.49,12.48,48.25,816,61.44,"1,039",79%,0.24,4,0.00,0,0.06,1,0%,1,0,0.35,6,0.24,4,1.54,1.42,24,4.73,83%,9.05,153,1.83,0,0,-,-,-,0.06,-,0,11.1km,187.5km,0.00,0,0.12,2,-,11%,2.13,36,2,0.12,0.65,11,-,10.88,176,3,0.56,-,1.18,2.13,-,20,16,0,0.77,0,-,0,-,-,-,0,0.03,0.56,"1,409.00",-,58.54,"1,522",,,-,-,-,-,0.06,-,1,5,-,16,5,19%,15,5,0.03,0.44,0.02,0.27,-,-,-,6.74,"1,522.00",0,16 (10),6,173,6,-,-,,ENG
838369,- -  -,FrA,Daniele Mannini,"M (RL), AM (R)",,ITA,"6'0""",77 kg,,40,€0,Italy,-,-,-,-,,Unknown,Pisa,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,514,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,514,50,-,-,,ITA
28048010,- -  -,Lst,Matt Dolan,D (C),Hartlepool,ENG,"5'9""",78 kg,,31,€0,England (Vanarama National),Vanarama National League,30/6/2024,"€1,600 p/w",-,,Unknown,Hartlepool,-,N/A,N/A,31,1.10,6,6,100%,0.91,0%,0.00,0,0.00,0.91,5,5,-,-,-,-,2.93,16,1.10,6,6.40,35,12.44,6.22,50.49,276,56.71,310,89%,0.55,3,0.37,2,0.55,3,67%,0,0,0.18,1,0.55,3,0.00,1.10,6,7.68,61%,3.48,19,2.20,0,0,-,-,-,0.06,0.55,3,11.3km,61.8km,0.37,2,0.55,3,66%,-,1.46,8,3,0.55,0.55,3,-,5.67,326,1,0.32,-,1.10,1.28,-,6,5,0,1.20,0,-,0,-,-,-,0,0.06,0.32,-,-,49.20,492,,,-,-,-,-,-,-,0,2,-,2,6,20%,4,1,0.06,-0.32,0.14,0.74,-,-,-,6.46,-,0,5 (5),24,324,24,-,-,,ENG
61041595,- -  -,,Alex Mitchell,GK,Blyth,ENG,"6'1""",84 kg,,33,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€400 p/w,-,,Unknown,Carlisle,GK,N/A,N/A,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,1,33%,0.00,0,0.00,0,0.00,0,1.00,10.00,9.00,9,23.00,23,39%,0.00,0,-,-,-,-,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,-,-,88%,-1.55,-1.55,0.00,-,0,5.6km,5.6km,-,-,-,-,-,-,8.00,-,0,-,-,-,-,-,282,0,0.00,1,1.00,2.00,2,1,1,0,1.35,0,-,0,-,0,0,0,0.00,0.00,-,38.00,90.00,90,,,-,-,-,-,-,2,0,0,-,1,0,0%,0,0,0.00,0.00,0.00,0.00,2.00,0.00,0,6.00,-,0,1,-,281,-,-,-,,ENG
5007629,- -  -,FrA,Steve Connor,"AM (L), ST (C)",,ENG,"5'5""",71 kg,,35,€0,Wales,-,-,-,-,,Unknown,Birkenhead,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,38,4,-,-,,ENG
5123486,- -  -,,Andy Williams,ST (C),Hereford,ENG,"6'2""",68 kg,,37,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€575 p/w,-,,Unknown,Hereford,ST (C),N/A,N/A,35,0.92,2,2,100%,2.31,40%,0.92,2,0.92,0.00,0,5,-,-,-,-,0.46,1,1.85,4,12.00,26,2.31,5.54,17.08,37,18.92,41,90%,0.46,1,0.00,0,1.85,4,0%,4,0,0.00,0,0.46,1,0.00,0.92,2,7.85,11%,1.85,4,14.31,0,0,-,-,-,0.24,0.46,1,14.4km,31.2km,0.00,0,1.85,4,-,20%,0.46,1,1,0.46,-,0,-,16.15,635,0,1.20,-,1.85,1.85,-,4,-,0,1.00,0,-,0,-,-,-,0,0.55,1.20,26.00,-,19.50,195,,,-,-,-,-,0.46,-,1,2,-,4,4,20%,4,6,0.55,-0.20,0.17,0.37,-,-,-,6.77,195.00,0,0 (10),141,634,141,-,-,,ENG
2000055470,- -  -,,Emmanuel Maja,"DM, M (C)",Banbury,ENG,"5'9""",72 kg,,23,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€150 p/w,-,,Unknown,London,"DM, M (C)",N/A,N/A,100,1.26,25,33,76%,1.01,30%,0.30,6,0.75,0.10,2,20,-,-,-,-,2.86,57,2.56,51,9.85,196,9.30,8.44,32.56,648,37.49,746,87%,1.01,20,0.35,7,1.46,29,28%,1,0,0.05,1,1.21,24,0.10,2.16,43,9.30,43%,2.16,43,2.86,0,1,-,-,-,0.08,1.86,37,13.1km,261.1km,0.55,11,2.01,40,24%,-,1.76,35,5,0.25,0.60,12,0.10,5.03,92,2,1.63,-,1.16,1.41,-,23,14,0,1.18,0,-,0,-,-,-,0,0.08,1.63,-,-,45.92,"1,791",,,-,-,-,-,-,-,0,11,-,15,13,28%,20,17,0.08,-1.63,0.12,2.35,-,-,-,6.72,-,2,14 (25),1,88,1,-,-,,ENG
2000085545,- -  -,Loa,Conor Knight,AM (C),Bray Wanderers,IRL,"5'10""",71 kg,,21,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€150 p/w,-,,Unknown,-,-,N/A,N/A,33,1.04,6,9,67%,1.04,83%,0.87,5,0.52,0.00,0,6,-,-,-,-,2.44,14,1.74,10,6.96,40,4.87,27.33,26.46,152,32.38,186,82%,1.57,9,0.00,0,0.87,5,0%,1,0,0.00,0,1.57,9,0.17,0.87,5,8.53,33%,1.91,11,3.83,0,0,-,-,-,0.06,1.22,7,12.4km,71.0km,0.00,0,0.87,5,-,33%,1.57,9,3,0.52,0.17,1,-,5.74,69,0,0.36,-,1.39,1.04,-,8,4,0,1.00,0,-,0,-,-,-,0,0.06,0.36,445.00,-,51.70,517,,,-,-,-,-,0.35,-,2,2,-,4,4,20%,3,6,0.06,1.64,0.18,1.02,-,-,-,6.53,258.50,0,4 (6),1,66,3,-,-,,IRL
52062079,- -  -,Ama,Jonny Bonner,"DM, M (C)",Buncrana,IRL,"5'8""",71 kg,,32,Unknown,Ireland (Inishowen Prem Division),Irish Inishowen Premier Division,-,N/A,-,,Unknown,Buncrana,-,N/A,N/A,0,1.50,6,7,86%,0.50,0%,0.00,0,0.00,0.00,0,2,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,14.00,56,20.00,80,70%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.09,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,-,-,109,0,0.18,-,0.00,0.00,-,0,4,1,1.30,0,-,0,-,-,-,0,0.04,0.18,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,0,4,0%,5,1,0.04,-0.18,0.16,0.63,-,-,-,6.65,-,0,4,3,109,3,-,-,,IRL
29102170,- -  -,,Spencer Hamilton,D (RC),Gloucester,ENG,"6'2""",79 kg,,28,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€230 p/w,-,,Unknown,Gloucester,D (C),N/A,N/A,148,1.55,25,40,63%,0.19,0%,0.00,0,0.00,0.31,5,3,-,-,-,-,3.97,64,2.29,37,6.70,108,13.89,11.41,37.34,602,46.77,754,80%,0.56,9,0.12,2,2.61,42,5%,1,0,0.06,1,0.56,9,0.93,1.30,21,6.39,76%,6.95,112,2.23,0,0,-,-,-,0.06,0.12,2,11.8km,190.0km,0.12,2,2.61,42,4%,-,2.29,37,4,0.25,0.56,9,-,9.18,233,4,0.18,-,1.12,1.86,-,18,16,0,0.72,0,-,0,-,-,-,0,0.01,0.18,-,-,80.61,"1,451",,,-,-,-,-,-,-,0,3,-,11,4,17%,23,2,0.01,-0.18,0.07,1.14,-,-,-,6.58,-,0,16 (2),3,233,3,-,-,,ENG
2002076617,- -  -,FrA,Brayden Jeffs,"M (C), AM (LC)",Chorley,ENG,"5'9""",58 kg,,15,€0,England (Vanarama North),Vanarama National League North,13/5/2024,N/A,Very Strong,Unambitious,Left,Chorley,AM (C),N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
2000190181,- -  -,Ama,Blake Ryan,AM (L),Monaghan Utd,IRL,"5'9""",70 kg,,21,Unknown,Ireland (Munster Second Division),Irish Munster Senior League Second Division,-,N/A,-,,Unknown,Tipperary,-,N/A,N/A,29,1.50,6,9,67%,0.25,0%,0.00,0,0.00,0.00,0,1,-,-,-,-,2.00,8,2.75,11,8.50,34,4.00,20.25,23.25,93,29.25,117,79%,1.75,7,0.00,0,4.25,17,4%,4,0,0.00,0,1.75,7,0.00,1.00,4,12.00,24%,1.75,7,5.50,0,0,-,-,-,0.20,0.75,3,12.0km,48.0km,0.25,1,6.50,26,-,-,1.25,5,0,-,0.50,2,0.75,7.25,25,0,0.20,-,1.50,1.25,-,6,4,0,1.60,0,-,0,-,-,-,0,0.05,0.20,-,-,90.00,360,,,-,-,-,-,-,-,0,2,-,1,1,50%,3,6,0.05,-0.20,0.19,0.75,-,-,-,6.92,-,3,4,-,25,-,-,-,,IRL
